name,fileorder,number,parkprop,borough,parkname,parknumber,commboard,council,Location,extant,dedicated,cast,descrip,dimen,sponsor,materials,foundry,fabricator,sculptor,architect,donor,maintain,contractor,Name2,Name3,MaintainedByParks,Installation,Rededication,Cost,Categories,inscribed,X,Y
Glover's Rock,,590,Y,the Bronx,Pelham Bay Park,X039,0,13,Orchard Beach Relief Road; east end on east-bound lane,Y,"October 18, 1960",,Tablet on natural boulder,"H: 30"" W: 36""",,"Bronze, natural boulder",,,,,Bronx County Historical Society,,,,,Y,,,,"Revolutionary War, War Memorial",,1038640.2550524771,254493.7059571445
Rockaway Women Veterans Monument,Rockaway Women Veterans Monument,1362,N,Queens,Rockaway Beach,Q163,14,32,"Beach 94th and Rockaway Beach Boulevard, center mall, north side",Y,"September 24, 1989 - unauth. work",1989,Figure on pedestal,"figure h 7'6"" x w 2'1½"" x d 3'½""; pedestal h 5'8"" x w 4'7"" x d 5'4""",,"Bronze, granite","Joel Meisner Foundry, Farmingdale, NY",,Eileen Barry,,"Daniel M. O'Connell Post No. 272, American Legion",,,,,Y,,,75000.00,"Vietnam War, War Memorial, Women, Soldier",,1035083.3172844648,152796.90738263726
Robert F. Kennedy Memorial,"Kennedy, Robert Francis",858,Y,Brooklyn,Columbus Park,B113C,2,33,"In front of New York State Supreme Court building, at Montague and Court Streets",Y,"November 2, 1972",1972,"Bust on pedestal, base","Total H: 9'3""; Base L: 6'6"" W: 6'6""",,"Bust--bronze; pedestal and base--Kitledge gray granite (New Milford, New Hampshire)",Roman Bronze Works Inc.,A. Ottavino Corp.,Anneta Duveen,,Gift,,,,,Y,,,,"Public Servant, Politcal Figure",,987013.9252344668,191959.69979180396
William L. Kavanagh,,841,Y,Manhattan,Chelsea Park,M011,4,3,"Gate Post, 9th Avenue at 28th Street",Y,1941,,Incised inscription on gatepost,"H: 5'10"" W: 2' D: 2'",,Deer Isle granite,,,,,Horatio Seymour Club,,,,,Y,,,,"Civic Leader, Politcal Figure",,984423.8890759647,212352.14785197377
Lorillard Snuff Mill,,939,O,the Bronx,Bronx Park,X002,14,12,New York Botanical Garden; along Bronx River towards Rose Garden,Y,1924 (mural),,Historical artifact and mural,,,,,,"J. Schucker, muralist",,,,,,,,,,,,,,
Baruch Park Plaque,Baruch Park Plaque,1903,N,Manhattan,Baruch Playground,M165,3,2,mounted on flagstaff base,M,1940,ca. 1939,plaque,,,bronze,"Federal Brass & Bronze Company, New York (?)",,,Werner & Windolph (?),gift (?),,,,,,,,,,,990604.941346392,200413.72028531134
Lions (2),,924,N,Manhattan,Bryant Park,M008,5,3,"NY PUBLIC LIBRARY; 5th ave, 40th to 42nd st",Y,1911,,statue,"6'h x 10'6""l x 4'w",,tennessee marble,,,edward clark potter,,purchase,,,,,,,,,,,989326.1594551355,213542.1261150539
Sergeant Joseph E. Schaefer Memorial,,1402,Y,Queens,Forest Park,Q015,16,30,"Park Lane South, Myrtle Avenue",Y,"May 25, 1987",,Octagonal planter,,,Granite,,,,,,,,,,Y,,,,"World War II, War Memorial",,1028205.3133239746,194993.19700564444
Upland Park Memorial,,1601,Y,Queens,Captain Tilly Memorial Park,Q052,8,24,Highland  Ave. at 165th St.,Y,1929,,Flagstaff,"60'h (pole) 4'h (base) 2'9""w",,"Gray Westerly granite, steel pole",,,Anthony V. Grande,,Gift,,,Robert Ditmars Van Siclen,,Y,,,2000.00,,,1040097.6881612241,198491.90654364228
Ilse Metzger,,1026,Y,Queens,Sitting Area along Grand Central Parkway at 78th Avenue,QZ011,6,24,"Grand Central Parkway, 78th Avenue, Service Road",Y,"October 2, 1983",,Wedge-shaped marker,"H: 15"" W: 19"" D: 13""",,"Gray granite, s.b. incised letters",,,,,Family and friends,,,,,Y,,,,"Women, Civic Leader",,1031174.552464217,200317.96752406657
Corona Heights Memorial,corona heights memorial,334,Y,Queens,William F. Moore Park,Q029,4,21,Corona Avenue and 108th Street,N,1929,,Tablet on base,"H: 3'7"" W: 2'7""",,"Bronze, Deer Isle granite",,,James S. J. Novelli,,Corona Heights Civic Association and V.F.W. Post 150,,,,,,,,,"World War I, War Memorial",,,
Ridgewood Memorial,Ridgewood Memorial,1340,Y,Queens,Ridgewood Veterans Triangle,Q124,5,30,Myrtle Avenue and Cornelia Street,Y,"May 30, 1920",1920,"Column topped by a globe, on a circular base; column faced with three bas-reliefs; honor roll of names carved in spaces between the bas-reliefs","Column H: 11' Diameter: 6'; Base H: 6' Diameter 12'; Each bas-relief H: 8'3"" W: 3'11""; Total H: 23'",,North Jay granite; bas-reliefs--bronze,,,Anton Schaaf,Helmle and Corbett,Gold Star Mothers,,,,,Y,,,"$3,000","World War I, War Memorial",,1010144.5663090497,194393.2231399715
Frances Griscom Parsons,,1160,Y,Manhattan,De Witt Clinton Park,M022,4,3,IN STORAGE; 11th Avenue at 52nd Street,S,1924,,Tablet,H: 2' W: 3',,Bronze,,,,,Gift,,,,,,,,225.00,"Women, Civic Leader",,,
William White Niles,,1119,Y,the Bronx,Bronx River Parkway,X004,9,11,"226th Street, Bronx Boulevard",Y,1938,,Tablet on flagstaff base,"Tablet H: 29"" W: 17¾"" D: ½""",,"Bronze, Deer Island granite",,,Stanton Studio,,Niles Memorial Committee,,,,,Y,,,,Public Servant,,1021737.7439100593,263371.9185156375
Woman's Health Protective Association,,1723,Y,Manhattan,Riverside Park,M071,9,9,Riverside Drive at 116th Street,Y,1910,,"Stele, exedra, drinking fountain","H: 11'3"" W: 20'9"" D: 2'2""",,"Knoxville, Tennessee marble",,,Bruno Louis Zimm,,Woman's Health Protective Assn.,,,,,Y,,,,Women,,993661.2209949642,234054.11166581511
Metropolitan Pool Tablet,,1025,Y,Brooklyn,Metropolitan Pool and Public Bath,B085,1,34,Metropolitan and Bedford Avenues,Y,1922,,Tablet with incised letters,"H: 46"" W: 39""",,Marble (polished),,Nugent Construction Corp.,,Henry Bacon,Purchase,,,,,Y,,,,,,995237.9655448943,199831.2850984782
Pulitzer Fountain,Pulitzer Fountain,1291,Y,Manhattan,Grand Army Plaza,M062,5,4,Fifth  Avenue at 59th Street,Y,May 1916,1916,"Fountain with sculptures: five basins in a stepped pattern support at their highest point a sixth, shell-form basin holding a standing female figure (over life-size); two rams-head horns of plenty  flank the third basin","Fountain H: 22' W: 72' D: 84'; Figure H: 7'9""",CPC,Lower basins and horns--Hauteville marble; Sixth basin and figure--bronze,,,Karl Bitter and Karl Gruppe (figure); Orazio Piccirilli (horns),Thomas Hastings,Estate of  Joseph Pulitzer,,,Pomona,,Y,,,,Allegorical,,991558.2560408115,217634.9978505671
New York Public Library,,1110,N,Manhattan,Bryant Park,M008,5,3,FIFTH AVE. BETWEEN 40TH & 42ND,Y,,,,,,,,,,,,,,,,,,,,,,,
Edward Robinson Squibb Plaque,"Squibb, Edward Robinson",1488,Y,Brooklyn,E.R. Squibb Park,B223F,2,33,Columbia Heights to Furman St at Middagh St,Y,"September 23, 1959",ca. 1959,Plaque with relief bust,"H: 3'6"" W: 2'1""",,Bronze,,,Joseph A. DiLorenzo,,Squibb Company (E.R. Squibb and Sons),,,,,Y,,,1200.00,Scientist/Inventor,,985523.5509186387,194709.39770448208
New York Life Insurance Company War Memorial,,1109,Y,Manhattan,Madison Square Park,M052,5,3,Madison Avenue between 25th and 26th Streets,Y,"May 30, 1946",,Plaque on plinth,"H: 12"" W: 20"" D: ½""",,"Bronze, granite",,,,,"New York Life Insurance Company, American Legion #503",,,,,Y,,,,"World War II, War Memorial",,987851.2273656428,209749.132060647
Colonel David Marcus Memorial Playground Plaque,"Marcus, David",975,Y,Brooklyn,Colonel David Marcus Memorial Playground,B128,12,44,"Ocean Pkwy., Avenue P, East 3rd Street",Y,1948,1948,Plaque on plinth,"H: 10"" W: 1'3""",,"Bronze, granite",,,,,Colonel David Marcus Memorial Committee,,,,,Y,,,,"War Memorial, World War II",,992678.7560963929,161497.83945581317
General José Artigas,"Artigas, Jose Gervasio",1914,Y,Manhattan,Soho Square,MZ002,2,3,6th Avenue and Spring Street,Y,"September 24, 1997",February 1987,"Standing figure (heroic scale), integral plinth, pedestal, plaque in rear","Figure H: 11' W: 3'4"" D: 2'10""; pedestal H: 4'6"" W: 6'10"" D: 6'4""; sculpture weight: 2,640 pounds",CPF endowment account,"Bronze, Uruguayan black and pink granite","Vignali and Company, 3226 Joaquín Suárez, Montevideo, Uruguay",,José Luis Zorrilla de San Martín,María Cristina Caquías,Carlos Páez Vilaro and Banco de La República del Uruguay,Y,"$10,000 contributed by Banco de la República Oriental del Uruguay, New York Branch to maintenance endowment with City Parks Foundation",,,Y,,,"$65,000","Politcal Figure, Civic Leader",,982952.3437907249,203292.18893781304
George T. Delacorte Memorial Plaque,"Delacorte, George Thomas",1799,Y,Manhattan,Bowling Green,M007,1,1,North side of Bowling Green Fountain,Y,"May 4, 1992",1992,Plaque,"2'6"" x 3'1""",,Bronze; original plinth--granite,"International Bronze Tablet Company, Inc.",International Bronze; Cayuga-Crimmins (original marker),,,Valerie Delacorte and City Parks Foundation,,,,,Y,,,"$1,600; installation--$2,000-$3,000",,,980369.000204131,196086.94908322394
James Amster Plaque,"Amster, James",34,Y,Manhattan,Peter Detmold Park,M108N,6,5,"Near James Amster Pavillion, East 51st Street and Franklin D. Roosevelt Drive",Y,,,"Plaque set in ground, pavers","L: 1'4"" W: 8""",,Plaque--brass; Pavers--granite (and muntzmetal?),,,,,,,,,,Y,,,,"Civic Leader, Civic Leader",,994286.8637725562,213835.046789065
Major Clarence T. Barrett Memorial,"Barrett, Clarence T.",78,Y,Staten Island,Clarence T. Barrett Memorial,R004,1,49,Stuyvesant Place near Borough Hall,Y,"November 11, 1915",1915,"Standing figure with shield and spear (heroic scale) on integral plinth on broad, bilevel pedestal with bas-relief of two martial scenes separated by classical mask on lower level; large oval basin in front, and small drinking fountain in rear","Figure H: 8'½"" W: 4' D: 2'; Integral plinth Diameter: 3'3""; Pedestal H: 5' W: 12'9"" D: 6'; Total H: 13'2"" (excluding basin)",MAS,Figure--bronze; Pedestal and basin--pink Tennessee marble,"Roman Bronze Works, New York",,Sherry Edmundson Fry,,"Julia Olivia Hardin, trustee for Anna E. Hutchins Barrett",,,Barrett Memorial Fountain,,Y,,,,"Civil War, Civic Leader, Allegorical",,963206.7162873,173113.29457131028
Bernard McCarthy WW II Memorial,,998,Y,Manhattan,McCarthy Square,M172,2,3,"Charles St., Waverly Pl., 7th Ave South",Y,1944,,Square flagstaff base,"H: 4' W: 4'6"" D: 4'6""",,Deer Isle granite,,,,,"George A. Hayunga Maritime Post #1069, American Legion",,,Dr. George A. Hayunga,,Y,,,,"World War II, War Memorial",,983771.0376913846,207135.25014930964
William F. Moore Memorial,,1058,Y,Queens,William F. Moore Park,Q029,4,21,"108 Street, Corona and 51 Avenues",Y,1980,,"Flagstaff base, incised letters",H: 1' Diameter: 4',,Granite,,,,,,,,,,Y,,,,"World War I, War Memorial",,1024314.0205816329,210246.07857331634
Four Chimneys,,545,Y,Brooklyn,Grass Strip along BQE Promenade between Remsen and Montague Streets,B223D05,2,33,Brooklyn Heights Promenade; Montague Street and Montague Terrace,Y,1929,,Tablet recessed in boulder,"H: 20"" W: 30"" D: ¾""",,Bronze,"Jno Williams, Inc.",,,,"Long Island State Society, Daughters of the American Revolution",,,,,Y,,,,"Revolutionary War, War Memorial",,984847.6720210612,192761.5954977274
Liberty Avenue War Memorial,Liberty Avenue  War Memorial,903,Y,Brooklyn,Public Place,B290,5,37,Eldert Lane and Liberty and Glenmore Avenues,Y,"September 14, 1947",1947,"Shaft, plaque, and eagle",H: 12' W: 3' D: 3',,"Shaft--granite, plaque and eagle--bronze",,,,,,,,,,Y,,,,"Animal: other, War Memorial, World War II",,1021667.5399822146,186394.9428767264
General Horace Porter Memorial,"Porter, Horace",1211,Y,Manhattan,Riverside Park,M071,9,9,Riverside Drive at 122nd Street (Grant's Tomb Terrace),Y,1939,circa 1939,Flagstaff base with plaque,"H: 6'1 ½"" Diameter: 8'",,"Somesound granite, bronze",,,,,"President Grant Monument Association, and DPR",,,,,Y,,,,"Civil War, War Memorial",,994478.3049907237,235498.81776589155
Vietnam Memorial,,2143,Y,Brooklyn,,B035,10,43,John Paul Jones Park; 101st St. and 4th Ave.,Y,"May 27, 2002",,Stone marker in planting bed,"W: 30"" L: 44""",,Black granite,,,,,,,,,,Y,,,,Vietnam War,,,
Slocum Disaster Memorial,Slocum Disaster Memorial,1453,Y,Manhattan,Tompkins Square Park,M088,3,2,,Y,1906,ca. 1906,Stele with curved top; on front a bas relief over a shell basin with lion-head spouting fountain,"H:  9'2"" W: 6' D: 4'11""",MAS,Tennessee pink marble,,,Bruno Louis Zimm,,Sympathetic Society of German Ladies,,,,,Y,,,3500.00,,,989409.5467555523,204110.35528047383
Clason Point World War I Memorial,Clason Point World War I Memorial,267,Y,the Bronx,Woodrow Wilson Square,X065,9,18,"Soundview, Underhill and Patterson Avenues",Y,1928,,"Bas-relief plaque with female figure (life size) surrounded by quotations; plaque is surmounted by an eagle with spread wings, on stele","Plaque H: 6'10""; Stele H: 11'2"" W: 4' D:1'8""",,Plaque and eagle---bronze; Stele--Deer Isle granite,,,James S. J. Novelli,,"Public subscription, Clason Point residents",,,,,Y,,,"$3,500","World War I, War Memorial",,1023533.3282453865,235679.08282530308
Bushwick-Ridgewood Memorial,Bushwick-Ridgewood Memorial,201,Y,Brooklyn,Heisser Square Park,B045,4,34,"Knickerbocker and Myrtle Aves, Bleecker St",Y,"November 20, 1921",1919,"Doughboy figure with integral plinth, on pedestal, tablet set in ground at proper right","Figure H: 6'4½""; Pedestal H: 5' W: 2'8"" D: 3'; Tablet L: 1'6"" W: 1'6"" (approximate)",,Figure--bronze; Pedestal--Westerly granite,,,Pietro Montana,Giles Greene Pollard,Bushwick-Ridgewood Citizens,,Conservation Solutions,Heisser Square War Memorial; The Doughboy,,Y,,,"$7,000","Sculpture, World War I, War Memorial",,1007013.2064300478,193851.76523339748
Bulova Sundial,bulova sundial,194,O,Queens,Kissena Corridor Park,Q300,7,20,QUEENS BOTANICAL GARDEN; Worlds Fair Grounds,Y,April 1951,,Sundial on pedestal,"H: 35"" W: 20""; Sundial: 18""",,"Bronze, granite",,,,,Gift of the Bulova Watch Company,,,,,,,,,,,,
"irving, john treat",,781,N,Manhattan,,,1,1,"COUNTY COURT HOUSE, RM 316; centre and prince sts",Y,,,bust,,,white marble,,,,,gift,,,,,,,,,,,,
Coleman Square,,285,N,Queens,,,10,32,COLEMAN SQUARE; 159th Rd. and Coleman Square,Y,,,monument next to flagstaff with base,,,"granite, incised letters",,,,,,,,,,,,,,"World War II, War Memorial",,1031324.1781492233,179742.66418656707
Joseph Rodman Drake Tablet,"drake, joseph rodman",401,O,the Bronx,Bronx Park,X002,14,12,New York Botanical Garden,Y,"May 29, 1915",,Plaque on natural rock,"H: 25 ¼"" W: 37"" D: ¾""",,Bronze,,,,,Tiffany and Company,,,,,,,,,,,,
Little Dances,Little Dances,1928,Y,Queens,Louis Armstrong Memorial Cultural Center,Q468,3,21,"107-20 Northern Boulevard at 108th Street, Corona",Y,November 1996,1996,"Open composition of circular, linear, and globular forms with raised text on a cylindrical base","H: 13' L: 7'10"" W: 5'6""",Elmcor,Sculpture--cast iron and welded steel (painted),,,Howard McCalebb,,"Percent for Art, New York City (?)",,,,,Y,,,,,,1022652.6285632253,215279.3719843924
"Corbett, James J.",,330,N,Queens,,,11,19,Corbett Rd. and 221st St. Bayside,Y,,,plaque on boulder,,,bronze,"U.S. Bronze Sign Company, NY",,,,bayside historical society,,,,,,,,,,,,
gettysburg speech tablets,,586,N,,,,0,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
Fiorello H. La Guardia,"La Guardia, Fiorello Henry",1778,N,Manhattan,,,2,1,"La Guardia Gardens, La Guardia Place between West 3rd and Bleecker Streets",Y,"October 19, 1994",ca. 1994,Standing figure (heroic scale) on pedestal,"Statue H: 6'4""; Pedestal H: 3'2"" W: 3'4""",,"Bronze, granite",,A. Ottavino Corp.,Neil Estern,Ruth Shapiro,Friends of La Guardia Place et al.,,,,,Y,,,"$100,000","Public Servant, Politcal Figure",,984736.374999553,204757.95011389256
Samuel J. Tilden,,1548,Y,Manhattan,Riverside Park,M071,9,9,Riverside Drive at 112th Street,Y,1926,,Statue on pedestal,"20'h x 40""w x 20""d",,"Bronze, Stony Creek granite",,,William Ordway Partridge,Wilder & White,Trustees of Tilden Estate,,,,,Y,,,38000.00,Politcal Figure,,993239.5502503812,232997.79619313776
Schmul Memorial,,1406,Y,Staten Island,Schmul Park,R045,2,50,SCHMUL PARK; Wild Avenue and Pearson Street,Y,1938,,Tablet on boulder,,,Bronze,,,,,Gift,,,,,Y,,,,,,931939.4205543101,154417.66201514006
Barrier Signs,,2045,,Manhattan,,M376,,,"Hudson River, between 125th and 135th Sts., West Harlem Pier Park",Y,2009,,Series of ten signs meant to resemble highway signs,,"Percent For Art, under Director Charlotte Cohen","Porcelain enamel on galvanized steel, attached with double sided tape and two part epoxy",,Windsor Form Company,Nari Ward,,,,,,,,,,,,,994998.9440412968,237644.02804239094
"Quartner, Lt. Maxwell Memorial",,1300,Y,Brooklyn,Coney Island Beach,B169,13,47,"CONEY ISLAND PARK, BRK TOOLHS; w. 27th st.",N,1959,,Plaque on brick wall -stolen '74 or '75,"18""h x 24""w x 5/18""d",,bronze,,,,,"post #8689 vfw, ladies auxilliary",,,,,,,,,"War Memorial, World War II",,,
Sylvester A. Hurley,,759,Y,the Bronx,Van Cortlandt Park,X092,0,11,Near comfort station,M,1954,,Plaque on marker,"H: 7"" W: 10""",,"Bronze, granite",,,,,,,,,,,,,,"Korean War, War Memorial",,,
Monsignor Joseph A. McCaffrey,,995,Y,Manhattan,McCaffrey Playground,M161,4,3,West 43rd Street between 8th and 9th Avenues,Y,"May 1, 1974",,Plaque embedded in flagstaff base,"H: 15"" W: 20""",,"Bronze, granite",,,,,Holy Cross Church & The Neighborhood Opportunity Center,,,,,Y,,,,"Religious Leader, Policeman",,986595.0431982279,215726.91144365072
N.Y.U. Campus,,1085,N,the Bronx,,,0,0,,Y,,,,,,,,,,,,,,,,,,,,,,,
Houston Street Overpass,,747,N,Manhattan,,,3,2,OVERPASS; Houston St. at FDR Drive,Y,1954,,tablet on concrete wall,"2'6""h x 3'6""w",,bronze,,,,,purchase,,,,,,,,,,,,
Vietnam Memorial,,1633,Y,Manhattan,Vietnam Veterans Plaza,M046,1,1,South of 55 Water Street,Y,"May 6, 1985",,"Glass wall, etched text, tablet",H: 16' W: 66',55 Water Street Corp.,"Glass, granite, interior lights, bronze",,,Peter Wormser & William Fellows,,Vietnam Veterans Memorial Commission,,,,,Y,,,,"Vietnam War, War Memorial",,981533.4542400539,195277.87557014823
Firemen's Memorial,,483,Y,Manhattan,James J. Walker Park,M038,2,3,Leroy and Clarkson Streets/7th Avenue,Y,1834,,Sarcophagus,"H: 6'6"" W: 5'2"" D: 7'3""",,Marble,,,,,Eagle Fire Company and Friends,,,,,Y,,,,"Public Servant, Fireman",,982481.1226202995,205268.988133803
Unisphere Tablets (4),,1598,Y,Queens,Flushing Meadows / Corona Park,Q099,15,21,,Y,,,Tablets (4) on plinths,"H: 25"" W: 42""",,"Stainless steel, granite",,,,,USS Steel Corporation,,,,,Y,,,,,,1027046.5393948108,211318.81363256276
Claremont Inn Tablet,claremont inn tablet,262,Y,Manhattan,Riverside Park,M071,9,6,CLAREMONT PLAYGROUND; Riverside Drive at 123rd St.,Y,1952,,Incised plaque set in pavement,H: 2' W: 4',,Deer Isle granite,,,,,DPR,,,,,Y,,,,,,994767.566223219,236363.5542254001
Jane Addams Memorial,"Addams, Jane",6,Y,Manhattan,City Hall Park,M013,1,1,,Y,1935,ca. 1935,Plaque on plinth,"Plaque H: 9""  W: 1'1""; Plinth H: 1'4""  W: 1'8""",,"Bronze, Quincy granite",,,,,Women's International League for Peace and Freedom,,,,,Y,,,,"Women, Public Servant, Civic Leader",,982560.5033670515,199370.9612159729
Cuvillier Flagstaff,cuvillier flagstaff,360,Y,Manhattan,Louis Cuvillier Park,M108A,11,8,CUVILLIER PARK; 1st Avenue at 125th Street,S,1938,,Flagstaff pedestal with tablet,"7'7""h x 2'4""d",,Bronze and cast stone,,,,,"Louis Cuvillier Post No. 1097, American Legion",,,,,,,,,"War Memorial, World War I",,1003460.2781684697,231054.76923930645
Louis J. Heintz Memorial,"Heintz, Louis J.",701,Y,the Bronx,Joyce Kilmer Park,X028,4,17,,Y,1909,1905,Standing figure with integral plinth on a pedestal on a three-step base; a female figure stands at the front of the pedestal in the act of writing an inscription on it,"Total H: 19'6"" W: 9' D"" 9'",,Figures--bronze; Pedestal and steps--Somesound granite,,,Pierre Feitu,William Welles Bosworth,,,,,,Y,,,"$11,500","Politcal Figure, Sculpture",,1005504.0368762165,240962.06700997055
Sugar Loaf Rock Plaque,Sugar Loaf Rock Plaque,713,Y,Staten Island,Hero Park,R011,1,49,Mounted on west side of Sugar Loaf Rock,Y,ca. 1920,ca. 1920,Plaque,,,Bronze,,,,,,,,,,Y,,11/16/2006,,,,959980.2496431321,168890.84435480833
Hollis World War Memorial,,736,Y,Queens,,QZ36A,12,23,193rd Street and Hillside Avenue,Y,1920,,Tablet on rough-hewn stele,"Tablet H: 2'2 1/"" W: 3'7""; Shaft H: 7' W: 5'1"" D: 2'9""",,"Bronze, pink granite (rough cut)","John Polachek Bronze & Iron, Long Island City, NY",,,,,,,,,Y,,,,"World War I, War Memorial",,1048222.3720430583,200513.33622780442
Rufus King,,869,O,Queens,Rufus King Park,Q023,12,28,Jamaica Avenue and 150th Street,Y,1934,,Plaque on brick gateway,"H: 14"" W: 22""",,Bronze,,,,,"Rufus King Chapter, D.A.R.",,,,,,,,,,,,
